"","review"
"649","expensive biz travellers simple fact hotel location simply unbeatable mere stone throw away pike market plenty great restaurants generally fun area tourist quality hotel soso place business travellers bit hard especially just returned trip hk stayed conrad hk wynn macau compared inn feels like motel issues desks rooms place laptops wireless internet place work bed furniture coverings worned just outdated room city view room room date avoid cost window sits right bus stop claim windows double paned hear buses roaring engines sleep ear plugs desk ac standalone unit attached wall central standalone unit quite bit noise looks cheap tacky business center fax machine located basement hotel price pay paying location staff extremely friendly folks check fried doughnuts dhalia lounge"
"650","18.6559519767761"
"651","5"
"652","9"
"653","27"
"654","0"
"655","121"
"656","3"
"657","26"
"658","0"
"659","55"
"660","en"
"661","nice place lunatic miles flying space days night kill seattle early transcon flight nyc night original plan needed hotel none prebookedthis place recommended just block excellent irish pub kells just happened ended injust room left taxexcellent friendly staff lovely decor big rooms im used nyc rabbit hutch big spacious views water free wifi just need ask reception access code place spotless nicely decorated individual usual bland chain hotels sadly prevailthe area felt finein limited time safe near bars shops usual stuff drunken noise street eitherit quiet comfortable slept wellnormally like add pictures reviews length stay lack ca nt time sorry return seattle list hotels use try"
"662","18.656044960022"
"663","5"
"664","9"
"665","27"
"666","0"
"667","121"
"668","3"
"669","26"
"670","0"
"671","56"
"672","en"
"673","okay amazing husband stayed weekend night spent time trying great place stay seattle read tripadvisor reviews saw listed tl hotels like pretty good bet fantastic place great fine just really amazing little boutique hotel expected reviews ratings thought room nice incredible service better woman desk friendly got things wrong note visiting seattle try eat canlis incredible meal"
"674","18.656121969223"
"675","5"
"676","9"
"677","27"
"678","0"
"679","121"
"680","3"
"681","26"
"682","0"
"683","57"
"684","en"
"685","boutique charmer great location wife recently spent nights inn market attended convention nice time small comfortably furnished hotel great location just hill pike place market walk convention center blocks east pretty easy steep block adjacent hotel number trendy restaurants walk north ave pioneer square old stone buildings charming pergola south road course market block west food stands boutiques fish flower stalls handicrafts jewelry tables entertainers ethnic dining options spill narrow alleys covered arcades pleasure wake morning grab eat nearby watching small trucks vans unload wares vendors set tablesour room corner overlooking city spacious lots storage space wardrobe large bathroom sink pedestaltype spreading toiletries limited glass shelf nearby small tableshelf unit hear traffic noise street annoying request lowestpriced room city nt expecting total silence closed doors rooms window seats pillows nice feature makes rooms appear bigger provides additional seating good spot reading peoplewatching decor contemporary beiges browns blacks predominating good weather upstairs terrace nice place sit enjoy views bay marketthe modern brick building surrounds pleasant courtyard splashing fountainsculpture adjacent outdoor seating hotel restaurant lobby opens courtyard fireplace stuffed chairs registration desk helpful staff operateswe enjoyed time hotel nice option nt want large convention hotel central seattle location aware seattle share street people couple strip clubs near pike place market"
"686","18.6561980247498"
"687","5"
"688","9"
"689","27"
"690","0"
"691","121"
"692","3"
"693","26"
"694","0"
"695","58"
"696","en"
"697","loved inn inn market awesome beat location right market room large beds really comfortable room partial view elliot bay nt miss rooftop deck best view seattle short space needle staff friendly highly recommended staying future"
"698","18.6562879085541"
"699","5"
"700","9"
"701","27"
"702","0"
"703","121"
"704","3"
"705","26"
"706","0"
"707","59"
"708","en"
"709","nt asked better hotel experience hotel perfect stayed townhouse suite nights wish stayed month soon walked room opened windows million dollar view skyline city pike market literally feet away water mountains distance room levels kitchenette living room downstairs bedroom bathroom upstairs bose radio great fact turned television beds really comfortable linens topnotch okay service word fantastic extremely important greeted casual genuine manner time enter leave hotel eyecontact sounds easy rarity today hotel market matter came went greeted smile eye contact really love staff helpful went duty ensure taken care knew great places wonderful restaurants dine atsome hotels just nt inn market definitely understands excellent service hospitality stay small intimate property like taken care monstrous hotel kudos staff management making fabulous hotel experience"
"710","18.6563858985901"
"711","5"
"712","9"
"713","27"
"714","0"
"715","121"
"716","3"
"717","26"
"718","0"
"719","60"
"720","en"
"721","nice needs undating husband stayed inn market celebrate birthday overall stay wonderful enjoyed twostory suite incredible view market sound quiet location perfect complaint hotel needs better job keeping maintainance room major scratches walls stains carpets cracks bathroom tile significant signs wear bathroom price expected regards quality upkeep hopefully management pay attention keeping lovely hotel fresh lovely"
"722","18.6565089225769"
"723","5"
"724","9"
"725","27"
"726","0"
"727","121"
"728","3"
"729","26"
"730","0"
"731","61"
"732","en"
"733","wonderful location great beds pretty rooms inn market lived positive reviews tourists car location nt better countless excellent restaurants easy walking distance rainy able explore area race hotel warm got wet cold socal little tolerance weather staff friendly view deck glorious dark day room spacious beds extremely comfortable hotel stay seattle great fun uncooperative weather"
"734","18.6566350460052"
"735","5"
"736","9"
"737","27"
"738","0"
"739","121"
"740","3"
"741","26"
"742","0"
"743","62"
"744","en"
"745","tempurpedic beds minute literally driving past way hotel decided stay great staff extremely helpful accommodating room really comfortable clean location excellent atmosphere location hotel great choice previously stayed grand hyatt returning room internal facing left bit loud tempurpedic mattress huge bonus fun try way restaurant courtyard desk staff suggested try turned excellent view deck great stay"
